City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice
Roma,Itália,1145.0,798.86,Várias companhias aéreas,ROM,2023-06-11,2023-06-17,http://kayak.com/flights/EWR-ROM/2023-06-11/2023-06-17/,798.86,1.0
Atlanta,Estados Unidos,140.0,139.1,United Airlines,ATL,2023-06-04,2023-06-09,http://kayak.com/flights/EWR-ATL/2023-06-04/2023-06-09/,139.1,1.0
Manila,Filipinas,2075.0,2110.86,Ethiopian Air,MNL,2023-06-22,2023-06-29,http://kayak.com/flights/EWR-MNL/2023-06-22/2023-06-29/,2110.86,1.0
Nova Deli,Índia,1590.0,1471.78,Air France,DEL,2023-06-07,2023-06-14,http://kayak.com/flights/EWR-DEL/2023-06-07/2023-06-14/,1471.78,1.0
Seattle,Estados Unidos,373.0,355.26,Alaska Airlines,SEA,2023-06-07,2023-06-14,http://kayak.com/flights/EWR-SEA/2023-06-07/2023-06-14/,355.26,1.0
Berlim,Alemanha,1185.0,843.97,British Airways,BER,2023-06-18,2023-06-25,http://kayak.com/flights/EWR-BER/2023-06-18/2023-06-25/,843.97,1.0
Munique,Alemanha,1815.0,867.47,Várias companhias aéreas,MUC,2023-06-20,2023-06-27,http://kayak.com/flights/EWR-MUC/2023-06-20/2023-06-27/,867.47,1.0
Dallas,Estados Unidos,328.0,182.33,United Airlines,DFW,2023-06-01,2023-06-05,http://kayak.com/flights/EWR-DFW/2023-06-01/2023-06-05/,182.33,1.0
Singapura,Singapura,1981.0,1634.37,United Airlines,SIN,2023-06-21,2023-06-28,http://kayak.com/flights/EWR-SIN/2023-06-21/2023-06-28/,1634.37,1.0
Dubai,Emirados Árabes Unidos,2720.0,1196.41,Emirates,DXB,2023-06-01,2023-06-05,http://kayak.com/flights/EWR-DXB/2023-06-01/2023-06-05/,1196.41,1.0
Bogotá,Colômbia,1276.0,409.77,Várias companhias aéreas,BOG,2023-06-07,2023-06-11,http://kayak.com/flights/EWR-BOG/2023-06-07/2023-06-11/,409.77,1.0
Denver,Estados Unidos,452.0,298.87,United Airlines,DEN,2023-06-01,2023-06-06,http://kayak.com/flights/EWR-DEN/2023-06-01/2023-06-06/,298.87,1.0
Cancún,México,244.0,387.21,United Airlines,CUN,2023-06-18,2023-06-22,http://kayak.com/flights/EWR-CUN/2023-06-18/2023-06-22/,387.21,1.0
Cidade do México,México,367.0,524.43,United Airlines,MEX,2023-06-17,2023-06-23,http://kayak.com/flights/EWR-MEX/2023-06-17/2023-06-23/,524.43,1.0
Atenas,Grécia,1570.0,862.77,Várias companhias aéreas,ATH,2023-06-11,2023-06-17,http://kayak.com/flights/EWR-ATH/2023-06-11/2023-06-17/,862.77,1.0
Chicago,Estados Unidos,264.0,173.87,United Airlines,ORD,2023-06-21,2023-06-27,http://kayak.com/flights/EWR-ORD/2023-06-21/2023-06-27/,173.87,1.0
Zurique,Suíça,670.0,958.63,Icelandair,ZRH,2023-06-14,2023-06-19,http://kayak.com/flights/EWR-ZRH/2023-06-14/2023-06-19/,958.63,1.0
Orlando,Estados Unidos,163.0,161.66,Várias companhias aéreas,MCO,2023-06-13,2023-06-20,http://kayak.com/flights/EWR-MCO/2023-06-13/2023-06-20/,161.66,1.0
Sydney,Austrália,1990.0,1987.75,Air Canada,SYD,2023-06-10,2023-06-17,http://kayak.com/flights/EWR-SYD/2023-06-10/2023-06-17/,1987.75,1.0
Milão,Itália,1710.0,663.52,Scandinavian Airlines,MIL,2023-06-05,2023-06-12,http://kayak.com/flights/EWR-MIL/2023-06-05/2023-06-12/,663.52,1.0
"Washington, D.C.",Estados Unidos,484.0,380.64,JetBlue,WAS,2023-06-04,2023-06-08,http://kayak.com/flights/EWR-WAS/2023-06-04/2023-06-08/,380.64,1.0
Fort Lauderdale,Estados Unidos,182.0,163.54,Spirit Airlines,FLL,2023-06-13,2023-06-20,http://kayak.com/flights/EWR-FLL/2023-06-13/2023-06-20/,163.54,1.0
Telavive,Israel,1876.0,854.31,Delta,TLV,2023-06-07,2023-06-12,http://kayak.com/flights/EWR-TLV/2023-06-07/2023-06-12/,854.31,1.0
Istambul,Turquia,1095.0,1151.3,British Airways,IST,2023-06-19,2023-06-26,http://kayak.com/flights/EWR-IST/2023-06-19/2023-06-26/,1151.3,1.0
Palma de Maiorca,Espanha,930.0,1059.19,Várias companhias aéreas,PMI,2023-06-04,2023-06-11,http://kayak.com/flights/EWR-PMI/2023-06-04/2023-06-11/,1059.19,1.0
Dublin,Irlanda,1880.0,696.42,Scandinavian Airlines,DUB,2023-06-12,2023-06-19,http://kayak.com/flights/EWR-DUB/2023-06-12/2023-06-19/,696.42,1.0
Phoenix,Estados Unidos,510.0,312.03,United Airlines,PHX,2023-06-02,2023-06-06,http://kayak.com/flights/EWR-PHX/2023-06-02/2023-06-06/,312.03,1.0
Porto,Portugal,1070.0,903.18,Várias companhias aéreas,OPO,2023-06-07,2023-06-13,http://kayak.com/flights/EWR-OPO/2023-06-07/2023-06-13/,903.18,1.0
Filadélfia,Estados Unidos,740.0,802.62,Várias companhias aéreas,PHL,2023-06-06,2023-06-13,http://kayak.com/flights/EWR-PHL/2023-06-06/2023-06-13/,802.62,1.0
Tóquio,Japão,965.0,1545.09,Várias companhias aéreas,TYO,2023-06-14,2023-06-21,http://kayak.com/flights/EWR-TYO/2023-06-14/2023-06-21/,1545.09,1.0
Bruxelas,Bélgica,1800.0,823.3,TAP AIR PORTUGAL,BRU,2023-06-05,2023-06-11,http://kayak.com/flights/EWR-BRU/2023-06-05/2023-06-11/,823.3,1.0
Málaga,Espanha,2085.0,1176.67,Turkish Airlines,AGP,2023-06-14,2023-06-20,http://kayak.com/flights/EWR-AGP/2023-06-14/2023-06-20/,1176.67,1.0
Oslo,Noruega,735.0,947.35,Scandinavian Airlines,OSL,2023-06-10,2023-06-14,http://kayak.com/flights/EWR-OSL/2023-06-10/2023-06-14/,947.35,1.0
Manchester,Reino Unido,2035.0,846.79,Scandinavian Airlines,MAN,2023-06-05,2023-06-11,http://kayak.com/flights/EWR-MAN/2023-06-05/2023-06-11/,846.79,1.0
Denpasar,Indonésia,2175.0,1804.48,Várias companhias aéreas,DPS,2023-06-22,2023-06-28,http://kayak.com/flights/EWR-DPS/2023-06-22/2023-06-28/,1804.48,1.0
Minneapolis,Estados Unidos,172.0,195.49,United Airlines,MSP,2023-06-02,2023-06-06,http://kayak.com/flights/EWR-MSP/2023-06-02/2023-06-06/,195.49,1.0
Toronto,Canadá,105.0,157.9,Porter Airlines,YTO,2023-06-06,2023-06-13,http://kayak.com/flights/EWR-YTO/2023-06-06/2023-06-13/,157.9,1.0
Vancouver,Canadá,650.0,366.54,Várias companhias aéreas,YVR,2023-06-04,2023-06-08,http://kayak.com/flights/EWR-YVR/2023-06-04/2023-06-08/,366.54,1.0
Dusseldorf,Alemanha,1275.0,1156.94,Turkish Airlines,DUS,2023-06-03,2023-06-08,http://kayak.com/flights/EWR-DUS/2023-06-03/2023-06-08/,1156.94,1.0
San Juan,Porto Rico,609.0,236.84,United Airlines,SJU,2023-06-05,2023-06-10,http://kayak.com/flights/EWR-SJU/2023-06-05/2023-06-10/,236.84,1.0
Estocolmo,Suécia,825.0,795.1,United Airlines,STO,2023-06-15,2023-06-19,http://kayak.com/flights/EWR-STO/2023-06-15/2023-06-19/,795.1,1.0
Tampa,Estados Unidos,523.0,189.85,JetBlue,TPA,2023-06-01,2023-06-07,http://kayak.com/flights/EWR-TPA/2023-06-01/2023-06-07/,189.85,1.0
Mumbai,Índia,1515.0,1621.21,Ethiopian Air,BOM,2023-06-17,2023-06-24,http://kayak.com/flights/EWR-BOM/2023-06-17/2023-06-24/,1621.21,1.0
Joanesburgo,África do Sul,1605.0,1287.57,Ethiopian Air,JNB,2023-06-06,2023-06-10,http://kayak.com/flights/EWR-JNB/2023-06-06/2023-06-10/,1287.57,1.0
Lyon,França,1650.0,1147.54,Turkish Airlines,LYS,2023-06-13,2023-06-18,http://kayak.com/flights/EWR-LYS/2023-06-13/2023-06-18/,1147.54,1.0
São Paulo,Brasil,1688.0,664.46,LATAM Airlines,SAO,2023-06-02,2023-06-09,http://kayak.com/flights/EWR-SAO/2023-06-02/2023-06-09/,664.46,1.0
Hong Kong,Hong Kong,2755.0,1464.26,Várias companhias aéreas,HKG,2023-06-14,2023-06-20,http://kayak.com/flights/EWR-HKG/2023-06-14/2023-06-20/,1464.26,1.0
Helsínquia,Finlândia,1045.0,914.46,Scandinavian Airlines,HEL,2023-06-19,2023-06-26,http://kayak.com/flights/EWR-HEL/2023-06-19/2023-06-26/,914.46,1.0
Hamburgo,Alemanha,670.0,1078.93,Icelandair,HAM,2023-06-18,2023-06-22,http://kayak.com/flights/EWR-HAM/2023-06-18/2023-06-22/,1078.93,1.0
Honolulu,Estados Unidos,773.0,736.83,United Airlines,HNL,2023-06-08,2023-06-12,http://kayak.com/flights/EWR-HNL/2023-06-08/2023-06-12/,736.83,1.0
Melbourne,Austrália,1828.0,2452.02,Qantas Airways,MEL,2023-06-20,2023-06-27,http://kayak.com/flights/EWR-MEL/2023-06-20/2023-06-27/,2452.02,1.0
Cairo,Egito,1505.0,1078.93,Delta,CAI,2023-06-06,2023-06-13,http://kayak.com/flights/EWR-CAI/2023-06-06/2023-06-13/,1078.93,1.0
Lima,Perú,1091.0,516.91,LATAM Airlines,LIM,2023-06-13,2023-06-20,http://kayak.com/flights/EWR-LIM/2023-06-13/2023-06-20/,516.91,1.0
Kuala Lumpur,Malásia,3575.0,2124.96,Turkish Airlines,KUL,2023-06-15,2023-06-19,http://kayak.com/flights/EWR-KUL/2023-06-15/2023-06-19/,2124.96,1.0
San José,Costa Rica,751.0,494.36,Spirit Airlines,SJO,2023-06-07,2023-06-12,http://kayak.com/flights/EWR-SJO/2023-06-07/2023-06-12/,494.36,1.0
Praga,República Checa,1835.0,1263.14,Turkish Airlines,PRG,2023-06-16,2023-06-22,http://kayak.com/flights/EWR-PRG/2023-06-16/2023-06-22/,1263.14,1.0
São Diego,Estados Unidos,1581.0,351.5,Várias companhias aéreas,SAN,2023-06-23,2023-06-27,http://kayak.com/flights/EWR-SAN/2023-06-23/2023-06-27/,351.5,1.0
Budapeste,Hungria,845.0,1268.78,United Airlines,BUD,2023-06-14,2023-06-21,http://kayak.com/flights/EWR-BUD/2023-06-14/2023-06-21/,1268.78,1.0
Marselha,França,900.0,1285.69,Delta,MRS,2023-06-21,2023-06-28,http://kayak.com/flights/EWR-MRS/2023-06-21/2023-06-28/,1285.69,1.0
Taipé,Taiwan,2726.0,1770.64,Várias companhias aéreas,TPE,2023-06-22,2023-06-26,http://kayak.com/flights/EWR-TPE/2023-06-22/2023-06-26/,1770.64,1.0
Houston,Estados Unidos,229.0,281.01,Spirit Airlines,IAH,2023-06-14,2023-06-19,http://kayak.com/flights/EWR-IAH/2023-06-14/2023-06-19/,281.01,1.0
Genebra,Suíça,867.0,933.26,United Airlines,GVA,2023-06-21,2023-06-28,http://kayak.com/flights/EWR-GVA/2023-06-21/2023-06-28/,933.26,1.0
Nice,França,735.0,982.13,Várias companhias aéreas,NCE,2023-06-05,2023-06-12,http://kayak.com/flights/EWR-NCE/2023-06-05/2023-06-12/,982.13,1.0
Seul,Coreia do Sul,1713.0,1856.17,United Airlines,SEL,2023-06-04,2023-06-11,http://kayak.com/flights/EWR-SEL/2023-06-04/2023-06-11/,1856.17,1.0
Austin,Estados Unidos,504.0,218.99,Várias companhias aéreas,AUS,2023-06-14,2023-06-21,http://kayak.com/flights/EWR-AUS/2023-06-14/2023-06-21/,218.99,1.0
Veneza,Itália,1245.0,979.31,Várias companhias aéreas,VCE,2023-06-10,2023-06-17,http://kayak.com/flights/EWR-VCE/2023-06-10/2023-06-17/,979.31,1.0
Cidade de Ho Chi Minh,Vietname,1978.0,1590.2,Japan Airlines,SGN,2023-06-24,2023-06-28,http://kayak.com/flights/EWR-SGN/2023-06-24/2023-06-28/,1590.2,1.0
Charlotte,Estados Unidos,118.0,175.75,United Airlines,CLT,2023-06-21,2023-06-28,http://kayak.com/flights/EWR-CLT/2023-06-21/2023-06-28/,175.75,1.0
Montreal,Canadá,358.0,202.07,Porter Airlines,YUL,2023-06-05,2023-06-12,http://kayak.com/flights/EWR-YUL/2023-06-05/2023-06-12/,202.07,1.0
Nápoles,Itália,1870.0,1021.6,Várias companhias aéreas,NAP,2023-06-14,2023-06-21,http://kayak.com/flights/EWR-NAP/2023-06-14/2023-06-21/,1021.6,1.0
Nantes,França,1810.0,1472.72,Aer Lingus,NTE,2023-06-17,2023-06-24,http://kayak.com/flights/EWR-NTE/2023-06-17/2023-06-24/,1472.72,1.0
Salt Lake City,Estados Unidos,933.0,390.97,Spirit Airlines,SLC,2023-06-07,2023-06-14,http://kayak.com/flights/EWR-SLC/2023-06-07/2023-06-14/,390.97,1.0
Nashville,Estados Unidos,143.0,204.89,Spirit Airlines,BNA,2023-06-05,2023-06-09,http://kayak.com/flights/EWR-BNA/2023-06-05/2023-06-09/,204.89,1.0
Raleigh,Estados Unidos,106.0,157.9,United Airlines,RDU,2023-06-08,2023-06-12,http://kayak.com/flights/EWR-RDU/2023-06-08/2023-06-12/,157.9,1.0
Cidade do Cabo,África do Sul,2100.0,1160.7,British Airways,CPT,2023-06-09,2023-06-13,http://kayak.com/flights/EWR-CPT/2023-06-09/2023-06-13/,1160.7,1.0
Buenos Aires,Argentina,2483.0,924.8,LATAM Airlines,BUE,2023-06-01,2023-06-08,http://kayak.com/flights/EWR-BUE/2023-06-01/2023-06-08/,924.8,1.0
Cracóvia,Polónia,1130.0,953.93,Delta,KRK,2023-06-14,2023-06-21,http://kayak.com/flights/EWR-KRK/2023-06-14/2023-06-21/,953.93,1.0
Edimburgo,Reino Unido,1500.0,998.1,Aer Lingus,EDI,2023-06-10,2023-06-15,http://kayak.com/flights/EWR-EDI/2023-06-10/2023-06-15/,998.1,1.0
Medellín,Colômbia,1809.0,544.17,Várias companhias aéreas,MDE,2023-06-01,2023-06-06,http://kayak.com/flights/EWR-MDE/2023-06-01/2023-06-06/,544.17,1.0
Marraquexe,Marrocos,1855.0,1030.06,TAP AIR PORTUGAL,RAK,2023-06-03,2023-06-08,http://kayak.com/flights/EWR-RAK/2023-06-03/2023-06-08/,1030.06,1.0
Detroit,Estados Unidos,117.0,223.68,United Airlines,DTW,2023-06-04,2023-06-09,http://kayak.com/flights/EWR-DTW/2023-06-04/2023-06-09/,223.68,1.0
Estugarda,Alemanha,1675.0,1151.3,Turkish Airlines,STR,2023-06-21,2023-06-28,http://kayak.com/flights/EWR-STR/2023-06-21/2023-06-28/,1151.3,1.0
Gotemburgo,Suécia,885.0,688.9,Scandinavian Airlines,GOT,2023-06-06,2023-06-13,http://kayak.com/flights/EWR-GOT/2023-06-06/2023-06-13/,688.9,1.0
Valência,Espanha,890.0,992.47,British Airways,VLC,2023-06-12,2023-06-18,http://kayak.com/flights/EWR-VLC/2023-06-12/2023-06-18/,992.47,1.0
Nova Orleães,Estados Unidos,197.0,195.49,United Airlines,MSY,2023-06-02,2023-06-09,http://kayak.com/flights/EWR-MSY/2023-06-02/2023-06-09/,195.49,1.0
Rio de Janeiro,Brasil,1568.0,703.0,LATAM Airlines,RIO,2023-06-11,2023-06-18,http://kayak.com/flights/EWR-RIO/2023-06-11/2023-06-18/,703.0,1.0
Baltimore,Estados Unidos,540.0,404.13,Várias companhias aéreas,BWI,2023-06-17,2023-06-24,http://kayak.com/flights/EWR-BWI/2023-06-17/2023-06-24/,404.13,1.0
Bucareste,Roménia,1147.0,1237.76,Air Canada,BUH,2023-06-14,2023-06-21,http://kayak.com/flights/EWR-BUH/2023-06-14/2023-06-21/,1237.76,1.0
Phuket,Tailândia,1690.0,2224.58,British Airways,HKT,2023-06-23,2023-06-30,http://kayak.com/flights/EWR-HKT/2023-06-23/2023-06-30/,2224.58,1.0
Luqa,Malta,980.0,982.13,Várias companhias aéreas,MLA,2023-06-01,2023-06-06,http://kayak.com/flights/EWR-MLA/2023-06-01/2023-06-06/,982.13,1.0
Punta Cana,República Dominicana,254.0,455.82,United Airlines,PUJ,2023-06-05,2023-06-09,http://kayak.com/flights/EWR-PUJ/2023-06-05/2023-06-09/,455.82,1.0
Amã,Jordânia,1660.0,1011.26,Air Canada,AMM,2023-06-08,2023-06-13,http://kayak.com/flights/EWR-AMM/2023-06-08/2023-06-13/,1011.26,1.0
Riga,Letónia,935.0,873.11,airBaltic,RIX,2023-06-13,2023-06-19,http://kayak.com/flights/EWR-RIX/2023-06-13/2023-06-19/,873.11,1.0
Beirute,Líbano,1455.0,986.83,Várias companhias aéreas,BEY,2023-06-01,2023-06-08,http://kayak.com/flights/EWR-BEY/2023-06-01/2023-06-08/,986.83,1.0
Toulouse,França,870.0,921.98,Várias companhias aéreas,TLS,2023-06-18,2023-06-22,http://kayak.com/flights/EWR-TLS/2023-06-18/2023-06-22/,921.98,1.0
Auckland,Nova Zelândia,1810.0,1956.73,Várias companhias aéreas,AKL,2023-06-17,2023-06-24,http://kayak.com/flights/EWR-AKL/2023-06-17/2023-06-24/,1956.73,1.0
Calgary,Canadá,581.0,418.23,Várias companhias aéreas,YYC,2023-06-14,2023-06-21,http://kayak.com/flights/EWR-YYC/2023-06-14/2023-06-21/,418.23,1.0
Hyderabad,Índia,2326.0,1518.77,Várias companhias aéreas,HYD,2023-06-15,2023-06-19,http://kayak.com/flights/EWR-HYD/2023-06-15/2023-06-19/,1518.77,1.0
Brisbane,Austrália,1940.0,1697.34,Air Canada,BNE,2023-06-24,2023-06-30,http://kayak.com/flights/EWR-BNE/2023-06-24/2023-06-30/,1697.34,1.0
Cleveland,Estados Unidos,96.0,157.9,United Airlines,CLE,2023-06-18,2023-06-25,http://kayak.com/flights/EWR-CLE/2023-06-18/2023-06-25/,157.9,1.0
Catânia,Itália,1065.0,1085.51,Várias companhias aéreas,CTA,2023-06-10,2023-06-17,http://kayak.com/flights/EWR-CTA/2023-06-10/2023-06-17/,1085.51,1.0
Bordéus,França,1415.0,958.63,Várias companhias aéreas,BOD,2023-06-08,2023-06-13,http://kayak.com/flights/EWR-BOD/2023-06-08/2023-06-13/,958.63,1.0
Sevilha,Espanha,1870.0,1219.9,Várias companhias aéreas,SVQ,2023-06-20,2023-06-26,http://kayak.com/flights/EWR-SVQ/2023-06-20/2023-06-26/,1219.9,1.0
Colónia,Alemanha,1660.0,1116.52,Turkish Airlines,CGN,2023-06-04,2023-06-11,http://kayak.com/flights/EWR-CGN/2023-06-04/2023-06-11/,1116.52,1.0
Cebu,Filipinas,1617.0,1365.58,Korean Air,CEB,2023-06-12,2023-06-18,http://kayak.com/flights/EWR-CEB/2023-06-12/2023-06-18/,1365.58,1.0
Santo Domingo,República Dominicana,246.0,327.07,United Airlines,SDQ,2023-06-08,2023-06-13,http://kayak.com/flights/EWR-SDQ/2023-06-08/2023-06-13/,327.07,1.0
Fort Myers,Estados Unidos,185.0,190.79,JetBlue,RSW,2023-06-05,2023-06-09,http://kayak.com/flights/EWR-RSW/2023-06-05/2023-06-09/,190.79,1.0
Las Palmas,Espanha,1025.0,1411.63,Várias companhias aéreas,LPA,2023-06-24,2023-06-29,http://kayak.com/flights/EWR-LPA/2023-06-24/2023-06-29/,1411.63,1.0
Jidá,Arábia Saudita,1965.0,1189.83,Ethiopian Air,JED,2023-06-01,2023-06-08,http://kayak.com/flights/EWR-JED/2023-06-01/2023-06-08/,1189.83,1.0
Cidade da Guatemala,Guatemala,960.0,472.74,Várias companhias aéreas,GUA,2023-06-07,2023-06-13,http://kayak.com/flights/EWR-GUA/2023-06-07/2023-06-13/,472.74,1.0
Bolonha,Itália,1810.0,1007.5,TAP AIR PORTUGAL,BLQ,2023-06-04,2023-06-08,http://kayak.com/flights/EWR-BLQ/2023-06-04/2023-06-08/,1007.5,1.0
Faro,Portugal,1030.0,928.56,Várias companhias aéreas,FAO,2023-06-08,2023-06-15,http://kayak.com/flights/EWR-FAO/2023-06-08/2023-06-15/,928.56,1.0
Bangalore,Índia,1335.0,2116.5,Lufthansa,BLR,2023-06-08,2023-06-14,http://kayak.com/flights/EWR-BLR/2023-06-08/2023-06-14/,2116.5,1.0
Birmingham,Reino Unido,1935.0,861.83,Scandinavian Airlines,BHX,2023-06-19,2023-06-26,http://kayak.com/flights/EWR-BHX/2023-06-19/2023-06-26/,861.83,1.0
Chennai,Índia,2105.0,1429.49,Emirates,MAA,2023-06-08,2023-06-14,http://kayak.com/flights/EWR-MAA/2023-06-08/2023-06-14/,1429.49,1.0
Guadalajara,México,2092.0,727.43,Alaska Airlines,GDL,2023-06-07,2023-06-12,http://kayak.com/flights/EWR-GDL/2023-06-07/2023-06-12/,727.43,1.0
Casablanca,Marrocos,1015.0,903.18,Delta,CMN,2023-06-06,2023-06-13,http://kayak.com/flights/EWR-CMN/2023-06-06/2023-06-13/,903.18,1.0
Tallin,Estónia,775.0,1091.15,Scandinavian Airlines,TLL,2023-06-20,2023-06-27,http://kayak.com/flights/EWR-TLL/2023-06-20/2023-06-27/,1091.15,1.0
Palermo,Itália,1025.0,923.86,Várias companhias aéreas,PMO,2023-06-11,2023-06-17,http://kayak.com/flights/EWR-PMO/2023-06-11/2023-06-17/,923.86,1.0
Colombo,Sri Lanka,4150.0,2897.5,Singapore Airlines,CMB,2023-06-24,2023-06-30,http://kayak.com/flights/EWR-CMB/2023-06-24/2023-06-30/,2897.5,1.0
Jacksonville,Estados Unidos,277.0,261.28,United Airlines,JAX,2023-06-21,2023-06-28,http://kayak.com/flights/EWR-JAX/2023-06-21/2023-06-28/,261.28,1.0
Cidade do Panamá,Panamá,317.0,780.06,United Airlines,PTY,2023-06-17,2023-06-24,http://kayak.com/flights/EWR-PTY/2023-06-17/2023-06-24/,780.06,1.0
Ibiza,Espanha,1515.0,1059.19,TAP AIR PORTUGAL,IBZ,2023-06-14,2023-06-19,http://kayak.com/flights/EWR-IBZ/2023-06-14/2023-06-19/,1059.19,1.0
Indianápolis,Estados Unidos,264.0,186.09,United Airlines,IND,2023-06-08,2023-06-12,http://kayak.com/flights/EWR-IND/2023-06-08/2023-06-12/,186.09,1.0
Pittsburgh,Estados Unidos,83.0,156.96,Spirit Airlines,PIT,2023-06-08,2023-06-13,http://kayak.com/flights/EWR-PIT/2023-06-08/2023-06-13/,156.96,1.0
Cartagena,Colômbia,1789.0,484.02,Várias companhias aéreas,CTG,2023-06-08,2023-06-12,http://kayak.com/flights/EWR-CTG/2023-06-08/2023-06-12/,484.02,1.0
Hanói,Vietname,3625.0,1563.88,Várias companhias aéreas,HAN,2023-06-11,2023-06-16,http://kayak.com/flights/EWR-HAN/2023-06-11/2023-06-16/,1563.88,1.0
Split,Croácia,805.0,1002.8,Várias companhias aéreas,SPU,2023-06-17,2023-06-23,http://kayak.com/flights/EWR-SPU/2023-06-17/2023-06-23/,1002.8,1.0
São Salvador,El Salvador,969.0,485.9,American Airlines,SAL,2023-06-03,2023-06-10,http://kayak.com/flights/EWR-SAL/2023-06-03/2023-06-10/,485.9,1.0
Lárnaca,Chipre,3370.0,1477.42,Emirates,LCA,2023-06-15,2023-06-20,http://kayak.com/flights/EWR-LCA/2023-06-15/2023-06-20/,1477.42,1.0
Hanover,Alemanha,1660.0,1285.69,Turkish Airlines,HAJ,2023-06-20,2023-06-25,http://kayak.com/flights/EWR-HAJ/2023-06-20/2023-06-25/,1285.69,1.0
Túnis,Tunísia,1415.0,1179.49,Lufthansa,TUN,2023-06-11,2023-06-15,http://kayak.com/flights/EWR-TUN/2023-06-11/2023-06-15/,1179.49,1.0
West Palm Beach,Estados Unidos,173.0,280.07,JetBlue,PBI,2023-06-24,2023-06-30,http://kayak.com/flights/EWR-PBI/2023-06-24/2023-06-30/,280.07,1.0
San Antonio,Estados Unidos,856.0,378.76,United Airlines,SAT,2023-06-14,2023-06-18,http://kayak.com/flights/EWR-SAT/2023-06-14/2023-06-18/,378.76,1.0
Funchal,Portugal,1270.0,1016.9,TAP AIR PORTUGAL,FNC,2023-06-14,2023-06-20,http://kayak.com/flights/EWR-FNC/2023-06-14/2023-06-20/,1016.9,1.0
Quito,Equador,1686.0,503.75,Várias companhias aéreas,UIO,2023-06-01,2023-06-07,http://kayak.com/flights/EWR-UIO/2023-06-01/2023-06-07/,503.75,1.0
Heraclião,Grécia,1815.0,1428.55,SWISS,HER,2023-06-03,2023-06-10,http://kayak.com/flights/EWR-HER/2023-06-03/2023-06-10/,1428.55,1.0
Cincinnati,Estados Unidos,128.0,190.79,United Airlines,CVG,2023-06-21,2023-06-25,http://kayak.com/flights/EWR-CVG/2023-06-21/2023-06-25/,190.79,1.0
Manágua,Nicarágua,619.0,710.52,American Airlines,MGA,2023-06-08,2023-06-15,http://kayak.com/flights/EWR-MGA/2023-06-08/2023-06-15/,710.52,1.0
